"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 18 20:05:16 TRT 2023","Sun Jun 18 20:05:22 TRT 2023","6066","","hepsiburadaya gider","","hepsiburadaya gider","","hepsiburadaya gider",""
